,parameter1,parameter2,parameter3,parameter4,frequency,Z,B
1985,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,2.88,0.7226866378256145,0.4435715436533968
1986,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,2.96,0.6870517112556703,0.42548512569531627
1987,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.04,0.6566741940422177,0.408831885807529
1988,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.12,0.6304685782157468,0.3934618777819856
1989,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.2,0.6075875634439483,0.3792384351818825
1990,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.28,0.5873720394478882,0.36603992272982067
1991,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.36,0.5693096880558669,0.35375938371567645
1992,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.44,0.553001819516464,0.3423032847748925
1993,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.52,0.5381373303744967,0.33158996283437403
1994,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.6,0.5244725076986732,0.32154806563316435
1995,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.68,0.5118154876695948,0.31211511473252596
1996,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.76,0.5000143493493885,0.30323623747092693
1997,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.84,0.4889480133455555,0.29486307405546947
1998,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,3.92,0.4785192883187869,0.28695284773264
1999,71569.3392681036,85708.8999033058,7201.48663785716,2840.0291093991,4.0,0.46864955480489545,0.27946757900176383
2000,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.08,1.0020292503887656,8.048457515224241e-05
2001,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.16,1.0081246022300772,0.0003237756554463471
2002,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.24,1.0183075743243288,0.0007353946836935032
2003,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.32,1.0326095579580152,0.0013245659241203076
2004,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.4,1.0510644093432944,0.002104214548298668
2005,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.48,1.0736966476310266,0.0030908880230179213
2006,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.56,1.100503764931419,0.004304509597855733
2007,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.64,1.1314307099621226,0.005767825328733928
2008,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.72,1.1663343064789393,0.007505345620081607
2009,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.8,1.204935486909192,0.009541513773069792
2010,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.88,1.2467582628205915,0.011897775332385153
2011,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,0.96,1.2910570988809191,0.014588214157419427
2012,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.04,1.3367397714611022,0.01761353928502676
2013,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.12,1.3823015408452688,0.02095356014649876
2014,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.2,1.4257977347473254,0.024558983454417625
2015,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.28,1.4648915026053961,0.0283443999762151
2016,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.36,1.4970128150525164,0.03218541012023575
2017,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.44,1.519642730325988,0.03592324695051872
2018,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.52,1.530689326298844,0.03937905601448756
2019,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.6,1.5288637893316077,0.04237679078234408
2020,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.68,1.5139333523818996,0.04476956442063248
2021,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.76,1.4867558541995818,0.0464617350045689
2022,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.84,1.449084157690885,0.04742006805546192
2023,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,1.92,1.403218442356766,0.04767165791172928
2024,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.0,1.351626559002785,0.04729121083917424
2025,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.08,1.2966331074058413,0.04638310018772117
2026,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.16,1.2402245783256718,0.04506354495429262
2027,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.24,1.1839679202565938,0.04344639213839583
2028,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.32,1.129012583688118,0.041633790024240155
2029,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.4,1.076140674222878,0.03971144557272343
2030,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.48,1.0258366724312296,0.037747377575945026
2031,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.56,0.9783584030126502,0.0357929199879307
2032,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.64,0.933799765418825,0.03388491375512527
2033,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.72,0.8921417247107483,0.03204832683840781
2034,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.8,0.8532914615258756,0.030298831750831975
2035,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.88,0.8171111691078837,0.02864509429227063
2036,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,2.96,0.7834384963230464,0.02709067786593678
2037,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.04,0.7521005916371201,0.025635556992472996
2038,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.12,0.7229234241828614,0.024277279123946716
2039,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.2,0.6957377177023945,0.023011831666298867
2040,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.28,0.6703825134880872,0.021834273249249816
2041,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.36,0.6467071106916998,0.02073918268237532
2042,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.44,0.6245719220698069,0.019720970471671567
2043,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.52,0.6038486246742963,0.018774088831092675
2044,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.6,0.5844198687557383,0.017893168040045315
2045,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.68,0.5661787246508532,0.01707310022506895
2046,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.76,0.5490279883828405,0.01630908623004395
2047,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.84,0.5328794254873853,0.015596657046079508
2048,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,3.92,0.517653004132459,0.014931678096479372
2049,52966.0114607533,70539.8032082217,4016.46765748235,6206.00297675712,4.0,0.5032761491871018,0.01431034230663937
2050,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.08,1.0019403278080006,0.0005204591142527657
2051,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.16,1.007700087209696,0.0020812873436220998
2052,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.24,1.0170959840548077,0.004680150708672846
2053,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.32,1.0298239597308851,0.008310905364023348
2054,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.4,1.0454619828824756,0.012960350880682453
2055,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.48,1.0634753620906032,0.0186039928396464
2056,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.56,1.0832261293241252,0.025201203680395762
2057,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.64,1.1039884194895586,0.03269036446204833
2058,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.72,1.1249717314888399,0.040984764582496565
2059,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.8,1.1453532180351818,0.049970165631867666
2060,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.88,1.1643185750549239,0.059504913151943624
2061,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,0.96,1.1811088540313,0.06942323027562598
2062,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.04,1.1950681631883684,0.07954183129499773
2063,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.12,1.20568560868425,0.08966933029772252
2064,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.2,1.212624768617357,0.0996172688030623
2065,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.28,1.2157358286696183,0.10921116679625584
2066,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.36,1.2150488239171866,0.11829997477601642
2067,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.44,1.210750170526788,0.1267626873754166
2068,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.52,1.2031476175343812,0.13451153215777892
2069,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.6,1.1926300885374443,0.14149184475334944
2070,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.68,1.1796285039413386,0.1476792790292428
2071,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.76,1.1645820718703226,0.15307527265772963
2072,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.84,1.1479124622569108,0.15770170097659847
2073,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,1.92,1.130006388281376,0.1615954862806603
2074,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.0,1.1112057801943391,0.16480368643571056
2075,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.08,1.091804026317922,0.16737934687908704
2076,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.16,1.072046563594757,0.16937820942249154
2077,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.24,1.0521342428353027,0.17085624391356558
2078,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.32,1.0322281998348637,0.17186789876752412
2079,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.4,1.0124553086324894,0.17246493903038806
2080,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.48,0.9929136055690577,0.17269574045938724
2081,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.56,0.9736773216892917,0.17260492246853107
2082,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.64,0.9548013415824899,0.17223322295891932
2083,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.72,0.9363250274026598,0.1716175387885678
2084,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.8,0.9182754207598897,0.17079107424972229
2085,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.88,0.9006698756676015,0.1697835553711649
2086,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,2.96,0.8835181939002511,0.1686214800395092
2087,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.04,0.8668243384188106,0.16732838318079432
2088,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.12,0.8505877969207595,0.16592510307090133
2089,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.2,0.8348046600217662,0.16443003977046575
2090,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.28,0.8194684695460465,0.16285940016660577
2091,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.36,0.8045708833284255,0.1612274265261583
2092,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.44,0.7901021945718435,0.15954660711608365
2093,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.52,0.7760517364939347,0.1578278685470077
2094,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.6,0.7624081968201305,0.1560807502082716
2095,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.68,0.7491598615868,0.15431356160489934
2096,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.76,0.7362948035895647,0.15253352366283712
2097,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.84,0.7238010275089445,0.15074689519825726
2098,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,3.92,0.7116665811281412,0.14895908579151407
2099,86774.1011910439,55607.9024796999,9518.11752050211,8290.10926186725,4.0,0.6998796399984827,0.14717475629580812
2100,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.08,1.0029656716885718,0.00048474220505306456
2101,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.16,1.0117592806532238,0.0019388473795970528
2102,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.24,1.0260689304924424,0.004360683417842901
2103,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.32,1.0453697886762923,0.00774334309843435
2104,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.4,1.0689189249578102,0.012068548709490135
2105,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.48,1.0957536013778342,0.01729865646967842
2106,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.56,1.1246997417346314,0.023367648327814017
2107,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.64,1.154399331210464,0.03017262008021625
2108,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.72,1.1833653282615064,0.03756789624493039
2109,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.8,1.2100686012943418,0.045364200867883654
2110,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.88,1.233052862784901,0.05333489307178479
2111,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,0.96,1.2510624479506531,0.06122989982951921
2112,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.04,1.263158662848288,0.0687958587998598
2113,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.12,1.268798669393772,0.07579888155376548
2114,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.2,1.2678590350049477,0.08204525507120561
2115,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.28,1.2606013772161573,0.08739592359304373
2116,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.36,1.2475930802274802,0.09177250922738311
2117,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.44,1.2296052187488886,0.0951550215893217
2118,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.52,1.2075101566107815,0.09757327422111962
2119,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.6,1.1821950160945058,0.09909484129440164
2120,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.68,1.1544986826666919,0.09981222044375879
2121,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.76,1.125172809165884,0.099831130262604
2122,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.84,1.094862967744471,0.09926100071165105
2123,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,1.92,1.064104507751152,0.09820798986446819
2124,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.0,1.0333278793910745,0.09677038174174211
2125,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.08,1.002869218785877,0.0950359721946322
2126,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.16,0.9729832053748774,0.09308097004001621
2127,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.24,0.9438562668548958,0.09096996218912726
2128,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.32,0.9156190123055248,0.08875656228991763
2129,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.4,0.8883573285898336,0.08648444838024051
2130,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.48,0.8621219294314026,0.08418857707894276
2131,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.56,0.83693635720677,0.08189643108387404
2132,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.64,0.8128035517975354,0.07962921064345965
2133,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.72,0.7897111538836592,0.07740291904074421
2134,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.8,0.7676357260556729,0.07522931928889547
2135,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.88,0.7465460700714478,0.07311675689194043
2136,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,2.96,0.7264058026692104,0.07107085420314657
2137,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.04,0.7071753318334224,0.06909508772550706
2138,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.12,0.6888133539763758,0.06719126227937233
2139,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.2,0.6712779721732006,0.06535989651116207
2140,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.28,0.6545275173656628,0.06360053357505546
2141,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.36,0.6385211386992898,0.06191198955115577
2142,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.44,0.623219215888948,0.060292550631478654
2143,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.52,0.6085836355382249,0.05874012853026372
2144,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.6,0.594577964399291,0.05725238208302245
2145,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.68,0.5811675453581446,0.055826811652706906
2146,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.76,0.5683195361800147,0.05446083178593275
2147,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.84,0.5560029064925324,0.053151826558906115
2148,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,3.92,0.5441884048947673,0.05189719121054749
2149,44974.3940809162,40956.9579289002,5632.85818028155,6956.68481294226,4.0,0.532848505267911,0.05069436296223471
2150,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.08,1.0015008700808379,0.00024655803982780037
2151,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.16,1.0059914605942117,0.0009880504296722928
2152,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.24,1.0134349393075954,0.0022298010977839905
2153,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.32,1.023767345827971,0.003980237446495306
2154,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.4,1.0368937542459924,0.006250189245284584
2155,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.48,1.0526829838386744,0.009051846136514663
2156,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.56,1.0709610281844206,0.012397322796403517
2157,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.64,1.0915035430320408,0.016296783001253805
2158,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.72,1.114027982757017,0.020756092418564572
2159,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.8,1.1381862984406768,0.025774011238851292
2160,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.88,1.1635594741026016,0.03133900716558915
2161,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,0.96,1.1896555081179707,0.03742586808726674
2162,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.04,1.2159126253404486,0.04399241485259722
2163,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.12,1.2417093788479538,0.05097673806273222
2164,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.2,1.2663827223361992,0.05829547427091589
2165,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.28,1.289254038662816,0.0658436520757576
2166,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.36,1.3096615962269649,0.07349653653124853
2167,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.44,1.326996288980694,0.0811136646850522
2168,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.52,1.3407362878219105,0.08854492330183304
2169,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.6,1.3504758883604908,0.09563814759680592
2170,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.68,1.3559446485396114,0.10224742064812864
2171,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.76,1.3570147218380888,0.10824111753840697
2172,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.84,1.3536965561913836,0.1135088027057614
2173,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,1.92,1.3461251193692394,0.11796632033166832
2174,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.0,1.334539957012463,0.12155873288607989
2175,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.08,1.3192625082183826,0.12426107127926411
2176,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.16,1.3006734194493028,0.1260770998967591
2177,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.24,1.2791915608983806,0.12703645213044848
2178,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.32,1.2552554954464583,0.1271905691357047
2179,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.4,1.2293075311433865,0.1266078986518516
2180,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.48,1.2017802367544534,0.12536879820967675
2181,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.56,1.1730852991208935,0.12356054484218106
2182,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.64,1.143604689513371,0.12127278419790392
2183,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.72,1.1136841612671424,0.11859366089707209
2184,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.8,1.0836290725962214,0.11560676958039635
2185,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.88,1.053702428849814,0.11238896633044684
2186,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,2.96,1.0241249113256523,0.1090089960825062
2187,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.04,0.9950765500100326,0.1055268317790988
2188,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.12,0.9666996335767116,0.10199358780182555
2189,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.2,0.9391024392890135,0.09845186084122275
2190,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.28,0.9123634000191272,0.09493635989728565
2191,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.36,0.8865353895794484,0.09147470667577023
2192,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.44,0.861649884260798,0.08808831211442832
2193,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.52,0.8377208345065329,0.0847932595532984
2194,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.6,0.8147481474274734,0.0816011472901453
2195,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.68,0.792720734278852,0.07851986154547792
2196,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.76,0.7716191163288794,0.07555426487034003
2197,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.84,0.751417609064056,0.07270679508054471
2198,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,3.92,0.7320861206989675,0.06997797652699232
2199,89259.6662030415,81004.2707540361,5958.82444689704,8719.18511013739,4.0,0.7135916090255664,0.0673668496393412
2200,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.08,1.0020843247046058,0.00038414439133402345
2201,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.16,1.008221752459119,0.0015575478404535675
2202,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.24,1.018089784385025,0.0035802620567019065
2203,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.32,1.031223517609476,0.006544069173381698
2204,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.4,1.0471010600616673,0.01056357938603949
2205,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.48,1.0652278824694628,0.015768859912878713
2206,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.56,1.0852042329396214,0.022301612230762498
2207,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.64,1.1067693120964617,0.030315589913702683
2208,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.72,1.1298241414731744,0.0399810645584776
2209,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.8,1.1544396785846789,0.05149287915317275
2210,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.88,1.1808579525349039,0.06508182984269645
2211,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,0.96,1.209493175388885,0.0810295811074039
2212,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.04,1.2409382688650104,0.09968791186752037
2213,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.12,1.2759808415810971,0.12150376604769306
2214,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.2,1.315631571809232,0.14705234317576688
2215,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.28,1.361166835186756,0.1770812836407407
2216,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.36,1.414185111992944,0.21256965379278367
2217,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.44,1.4766703810439894,0.2548050721628355
2218,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.52,1.5510384404694084,0.30547831850505014
2219,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.6,1.640097030211592,0.3667796235514734
2220,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.68,1.7467381514630094,0.44143420721222026
2221,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.76,1.8729184157109797,0.5324859483662941
2222,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.84,2.016958365949994,0.6423264393318513
2223,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,1.92,2.167581690399647,0.7699086030493072
2224,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,2.0,2.2944259996403096,0.9049863794306993
2225,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,2.08,2.3441430025173204,1.022040988151449
2226,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,2.16,2.2661058837721915,1.0868154914026271
2227,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,2.24,2.0635837323089126,1.0828886110853344
2228,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,2.32,1.7980348340353538,1.0264220848269625
2229,37883.4460778529,99689.4711982718,7851.84702387964,2035.11173209491,2.4,1.5339676972782843,0.9465793562102565
